epoch,batch,batch_time(s),phase
0,0,19.916269302368164,0
0,1,19.065068244934082,0
0,2,19.103306770324707,0
0,3,18.99506640434265,0
0,4,19.06968379020691,0
0,5,19.100318670272827,0
0,6,19.032089233398438,0
0,7,19.001371145248413,0
0,8,18.9933078289032,0
0,9,19.015984058380127,0
0,10,19.090416431427002,0
0,11,18.951191186904907,0
0,12,19.035279512405396,0
0,13,18.96381187438965,0
0,14,18.987043619155884,0
0,15,19.016842365264893,0
0,16,19.09581422805786,0
0,17,18.982808351516724,0
0,18,19.038623094558716,0
0,19,19.061923027038574,0
0,20,19.079493045806885,0
0,21,18.96060562133789,0
0,22,19.047720909118652,0
0,23,19.00744891166687,0
0,24,19.049976110458374,0
0,25,18.985002279281616,0
0,26,19.031405925750732,0
0,27,19.033358573913574,0
0,28,19.05240035057068,0
0,29,19.00575041770935,0
0,30,19.03301763534546,0
0,31,19.014094352722168,0
0,32,19.014642238616943,0
0,33,19.03948736190796,0
0,34,19.05628538131714,0
0,35,18.94643759727478,0
0,36,19.048763275146484,0
0,37,19.014087438583374,0
0,38,18.947743892669678,0
0,39,18.95856785774231,0
0,40,19.058305978775024,0
0,41,18.984004974365234,0
0,42,19.033509969711304,0
0,43,19.022929668426514,0
0,44,19.006215572357178,0
0,45,19.022555112838745,0
0,46,19.052521228790283,0
0,47,19.031874895095825,0
0,48,19.01161813735962,0
0,49,18.965466499328613,0
0,0,7.270370006561279,1
0,1,7.233631372451782,1
0,2,7.252008676528931,1
0,3,7.229100942611694,1
0,4,7.268113374710083,1
0,5,7.226907253265381,1
0,6,7.238006591796875,1
0,7,7.247906446456909,1
0,8,7.254662990570068,1
0,9,7.206876754760742,1
1,0,19.117537021636963,0
1,1,18.972718954086304,0
1,2,19.035795211791992,0
1,3,18.992998123168945,0
1,4,18.970296382904053,0
1,5,18.990620136260986,0
1,6,18.969529151916504,0
1,7,18.974764108657837,0
1,8,18.997496604919434,0
1,9,18.980941772460938,0
1,10,19.00485372543335,0
1,11,19.013365507125854,0
1,12,19.009210109710693,0
1,13,18.956054210662842,0
1,14,18.97913408279419,0
1,15,18.99407172203064,0
1,16,19.07698345184326,0
1,17,19.031341791152954,0
1,18,19.087730169296265,0
1,19,19.046579599380493,0
1,20,18.96826481819153,0
1,21,19.00759768486023,0
1,22,18.93744468688965,0
1,23,18.965335845947266,0
1,24,18.984567642211914,0
1,25,19.001436233520508,0
1,26,18.99086594581604,0
1,27,18.964476823806763,0
1,28,18.960625171661377,0
1,29,19.008126258850098,0
1,30,19.04039692878723,0
1,31,19.03358507156372,0
1,32,19.0606689453125,0
1,33,19.004935026168823,0
1,34,19.029676914215088,0
1,35,18.961042404174805,0
1,36,19.001465797424316,0
1,37,18.936286449432373,0
1,38,19.023871660232544,0
1,39,18.968209266662598,0
1,40,18.96893000602722,0
1,41,18.955044269561768,0
1,42,19.06407642364502,0
1,43,18.984007120132446,0
1,44,19.05173134803772,0
1,45,19.050251483917236,0
1,46,19.05988621711731,0
1,47,18.974273681640625,0
1,48,18.98322820663452,0
1,49,19.04125690460205,0
1,0,7.281317710876465,1
1,1,7.216019868850708,1
1,2,7.271667242050171,1
1,3,7.235247373580933,1
1,4,7.258975505828857,1
1,5,7.234191179275513,1
1,6,7.261772632598877,1
1,7,7.223385810852051,1
1,8,7.279435396194458,1
1,9,7.228715419769287,1
