epoch,batch,batch_time(s),loss,phase
0,0,19.219688892364502,901.9017944335938,0
0,1,19.132319688796997,598.7381591796875,0
0,2,19.04370951652527,434.32391357421875,0
0,3,19.010522603988647,328.5804748535156,0
0,4,19.051458835601807,260.9210205078125,0
0,5,18.98680543899536,217.8818817138672,0
0,6,18.97935438156128,178.33370971679688,0
0,7,18.997628688812256,167.51124572753906,0
0,8,18.98627233505249,149.1661376953125,0
0,9,19.035494565963745,139.84469604492188,0
0,10,18.908916234970093,136.80029296875,0
0,11,19.03360342979431,118.24884033203125,0
0,12,18.933797121047974,106.81698608398438,0
0,13,18.97366976737976,103.69286346435547,0
0,14,18.9053692817688,108.65653228759766,0
0,15,19.01253914833069,110.60932159423828,0
0,16,18.932520866394043,95.55480194091797,0
0,17,18.970402002334595,84.8722915649414,0
0,18,18.992642402648926,80.07074737548828,0
0,19,19.02689528465271,76.83208465576172,0
0,20,18.984086513519287,65.62055206298828,0
0,21,19.010411024093628,58.378143310546875,0
0,22,18.981749296188354,52.69028091430664,0
0,23,19.0145103931427,52.53656005859375,0
0,24,18.960376739501953,47.01841354370117,0
0,0,7.19184136390686,45.755950927734375,1
0,1,7.103614330291748,44.78711700439453,1
0,2,7.158267259597778,44.429710388183594,1
0,3,7.202772855758667,47.88003921508789,1
0,4,7.08679461479187,44.98094177246094,1
1,0,19.720888137817383,44.01731491088867,0
1,1,19.00341010093689,34.44846725463867,0
1,2,18.93044424057007,34.09487533569336,0
1,3,19.014528274536133,31.42823600769043,0
1,4,18.874954223632812,28.817806243896484,0
1,5,18.94158363342285,27.17723274230957,0
1,6,18.980823040008545,26.6695613861084,0
1,7,18.978063344955444,23.21127700805664,0
1,8,18.956910371780396,20.408771514892578,0
1,9,18.909319639205933,20.534225463867188,0
1,10,18.965119123458862,20.483083724975586,0
1,11,18.967766284942627,18.85034942626953,0
1,12,18.92012357711792,18.776996612548828,0
1,13,18.991244316101074,15.62031078338623,0
1,14,19.004009008407593,16.493886947631836,0
1,15,18.956016063690186,17.597793579101562,0
1,16,18.94285011291504,17.002792358398438,0
1,17,18.964839935302734,14.974353790283203,0
1,18,18.91989517211914,14.675104141235352,0
1,19,18.908931970596313,13.4188814163208,0
1,20,18.925445556640625,11.853564262390137,0
1,21,18.97093677520752,10.4558744430542,0
1,22,18.923338413238525,10.464827537536621,0
1,23,18.90624237060547,11.590214729309082,0
1,24,19.02930760383606,10.480323791503906,0
1,0,7.109487771987915,10.953391075134277,1
1,1,7.141374111175537,10.915046691894531,1
1,2,7.205000877380371,10.843965530395508,1
1,3,7.131103515625,11.653223037719727,1
1,4,7.163961410522461,10.889022827148438,1
