epoch,batch,batch_time(s),phase
0,0,20.291058778762817,0
0,1,28.1395103931427,0
0,2,28.514825582504272,0
0,3,28.442291975021362,0
0,4,28.120110750198364,0
0,5,28.111084699630737,0
0,6,28.089429140090942,0
0,7,28.094237804412842,0
0,8,28.00678539276123,0
0,9,28.10685110092163,0
0,10,28.052831172943115,0
0,11,28.206312894821167,0
0,12,28.092941522598267,0
0,13,28.078068256378174,0
0,14,28.143922328948975,0
0,15,28.085254907608032,0
0,16,28.113661766052246,0
0,17,28.133683919906616,0
0,18,28.139828205108643,0
0,19,28.10107398033142,0
0,20,28.195295333862305,0
0,21,28.12976312637329,0
0,22,28.125329732894897,0
0,23,28.136807918548584,0
0,24,28.150647163391113,0
0,25,28.14321494102478,0
0,26,28.059544801712036,0
0,27,28.09927797317505,0
0,28,28.02130889892578,0
0,29,28.05712580680847,0
0,30,28.105186700820923,0
0,31,28.143717765808105,0
0,32,28.13572335243225,0
0,33,28.090726852416992,0
0,34,28.122952222824097,0
0,35,28.310222625732422,0
0,36,27.968249082565308,0
0,37,28.239259243011475,0
0,38,27.87935161590576,0
0,39,28.10583519935608,0
0,40,28.062519550323486,0
0,41,28.010398626327515,0
0,42,28.14753246307373,0
0,43,28.03948974609375,0
0,44,28.086236715316772,0
0,45,28.006170988082886,0
0,46,28.20404577255249,0
0,47,28.12309432029724,0
0,48,28.144862174987793,0
0,49,28.169507265090942,0
0,0,21.25942897796631,1
0,1,10.577656745910645,1
0,2,10.66085147857666,1
0,3,10.530695915222168,1
0,4,10.700271606445312,1
0,5,10.619425296783447,1
0,6,10.615701913833618,1
0,7,10.604463338851929,1
0,8,10.673248052597046,1
0,9,10.583712577819824,1
1,0,17.449072122573853,0
1,1,28.092955589294434,0
1,2,28.09286069869995,0
1,3,28.101975679397583,0
1,4,28.105453729629517,0
1,5,28.11782431602478,0
1,6,28.041943311691284,0
1,7,28.126911401748657,0
1,8,28.030496835708618,0
1,9,28.22529935836792,0
1,10,28.150174140930176,0
1,11,28.17761778831482,0
1,12,28.167615175247192,0
1,13,28.03629970550537,0
1,14,28.141815423965454,0
1,15,28.00778365135193,0
1,16,28.157413959503174,0
1,17,28.147557258605957,0
1,18,28.124087810516357,0
1,19,28.122649431228638,0
1,20,28.128649711608887,0
1,21,28.163986921310425,0
1,22,28.26960301399231,0
1,23,28.079424142837524,0
1,24,28.11160898208618,0
1,25,28.051442861557007,0
1,26,28.132875442504883,0
1,27,28.011211156845093,0
1,28,28.20844578742981,0
1,29,28.125670194625854,0
1,30,28.08289909362793,0
1,31,28.15470266342163,0
1,32,28.2251558303833,0
1,33,28.22036576271057,0
1,34,28.166301012039185,0
1,35,28.00663447380066,0
1,36,28.1564302444458,0
1,37,28.05797243118286,0
1,38,28.200868368148804,0
1,39,28.08724880218506,0
1,40,28.12143898010254,0
1,41,28.09517812728882,0
1,42,28.161720514297485,0
1,43,28.00775456428528,0
1,44,28.08753728866577,0
1,45,28.098764657974243,0
1,46,28.080453872680664,0
1,47,28.050329208374023,0
1,48,28.149746417999268,0
1,49,28.0175940990448,0
1,0,21.338058948516846,1
1,1,10.582365036010742,1
1,2,10.672287225723267,1
1,3,10.6188063621521,1
1,4,10.6757071018219,1
1,5,10.594889879226685,1
1,6,10.66006350517273,1
1,7,10.610020160675049,1
1,8,10.673158168792725,1
1,9,10.594480514526367,1
