epoch,batch,batch_time(s),phase
0,0,26.578335285186768,0
0,1,25.69597840309143,0
0,2,25.945199012756348,0
0,3,26.157597303390503,0
0,4,26.31032395362854,0
0,5,25.761815071105957,0
0,6,25.815877437591553,0
0,7,25.754239320755005,0
0,8,26.295186042785645,0
0,9,25.957109451293945,0
0,10,25.637537717819214,0
0,11,25.994391202926636,0
0,12,26.219131469726562,0
0,13,25.206210613250732,0
0,14,25.671968936920166,0
0,15,26.645912170410156,0
0,16,25.934609174728394,0
0,17,26.2031888961792,0
0,18,26.190698385238647,0
0,19,25.862485885620117,0
0,20,26.14913272857666,0
0,21,25.780588626861572,0
0,22,25.716137647628784,0
0,23,26.12010097503662,0
0,24,26.10329294204712,0
0,0,8.003198623657227,1
0,1,7.457050800323486,1
0,2,7.438171863555908,1
0,3,7.368777275085449,1
0,4,7.445896148681641,1
1,0,27.366360187530518,0
1,1,25.422751665115356,0
1,2,25.680368423461914,0
1,3,25.710126876831055,0
1,4,25.388713836669922,0
1,5,25.31880259513855,0
1,6,25.77833652496338,0
1,7,26.060548067092896,0
1,8,26.016056776046753,0
1,9,26.001278400421143,0
1,10,25.40680694580078,0
1,11,25.043237924575806,0
1,12,26.179479837417603,0
1,13,26.218003034591675,0
1,14,26.28024697303772,0
1,15,26.027347564697266,0
1,16,26.31430220603943,0
1,17,26.11715078353882,0
1,18,25.85038137435913,0
1,19,25.785260677337646,0
1,20,25.614270210266113,0
1,21,25.46619987487793,0
1,22,25.838656902313232,0
1,23,26.185008764266968,0
1,24,25.92359471321106,0
1,0,8.129120588302612,1
1,1,7.630382537841797,1
1,2,7.388890743255615,1
1,3,7.550593852996826,1
1,4,7.3878655433654785,1
2,0,24.92039918899536,0
2,1,25.853245973587036,0
2,2,25.82473397254944,0
2,3,26.73005485534668,0
2,4,26.41603398323059,0
2,5,25.74389386177063,0
2,6,26.05596351623535,0
2,7,25.619515895843506,0
2,8,25.745315551757812,0
2,9,27.12457251548767,0
2,10,26.014573335647583,0
2,11,26.324700355529785,0
2,12,26.378711938858032,0
2,13,25.624763250350952,0
2,14,25.922784328460693,0
2,15,25.848618984222412,0
2,16,25.78690791130066,0
2,17,25.848831176757812,0
2,18,26.10342812538147,0
2,19,25.53169536590576,0
2,20,25.736125707626343,0
2,21,26.23443055152893,0
2,22,26.004175424575806,0
2,23,25.960217237472534,0
2,24,26.601078748703003,0
2,0,8.064526557922363,1
2,1,7.869309902191162,1
2,2,7.499311208724976,1
2,3,7.441218137741089,1
2,4,7.510244607925415,1
3,0,25.108156442642212,0
3,1,25.522146940231323,0
3,2,26.333423376083374,0
3,3,25.63790774345398,0
3,4,26.081702947616577,0
3,5,25.565046072006226,0
3,6,25.382843494415283,0
3,7,26.00312089920044,0
3,8,25.875557899475098,0
3,9,26.1119601726532,0
3,10,26.048301696777344,0
3,11,25.947661638259888,0
3,12,25.867058753967285,0
3,13,26.23091459274292,0
3,14,26.083361864089966,0
3,15,25.922373056411743,0
3,16,25.87887167930603,0
3,17,25.931702136993408,0
3,18,25.639994859695435,0
3,19,25.164849042892456,0
3,20,26.188214778900146,0
3,21,25.654633045196533,0
3,22,26.010136365890503,0
3,23,25.99592900276184,0
3,24,26.59848666191101,0
3,0,7.7589123249053955,1
3,1,7.582287311553955,1
3,2,8.871439456939697,1
3,3,7.517808437347412,1
3,4,7.895083665847778,1
