epoch,batch,batch_time(s),phase
0,0,37.92783522605896,0
0,1,37.69226789474487,0
0,2,37.12174725532532,0
0,3,36.992581605911255,0
0,4,36.978776931762695,0
0,5,37.005964517593384,0
0,6,36.982659578323364,0
0,7,37.0645637512207,0
0,8,37.602187156677246,0
0,9,37.39111852645874,0
0,10,37.33082675933838,0
0,11,37.472052574157715,0
0,12,37.379944801330566,0
0,13,37.53954458236694,0
0,14,37.35614252090454,0
0,15,37.46315789222717,0
0,16,37.394484758377075,0
0,17,37.35933804512024,0
0,18,37.2517991065979,0
0,19,37.32331037521362,0
0,20,37.379151582717896,0
0,21,37.26688313484192,0
0,22,37.34198307991028,0
0,23,37.41115665435791,0
0,24,37.354297399520874,0
0,25,37.44546365737915,0
0,26,37.371028661727905,0
0,27,37.44798398017883,0
0,28,37.43019199371338,0
0,29,37.42561435699463,0
0,30,37.4824652671814,0
0,31,37.31399488449097,0
0,32,37.599361419677734,0
0,33,37.48342800140381,0
0,34,37.42080640792847,0
0,35,37.55553698539734,0
0,36,37.51633358001709,0
0,37,37.49150896072388,0
0,38,37.35149645805359,0
0,39,37.43304109573364,0
0,40,37.295490026474,0
0,41,37.38431262969971,0
0,42,37.41679835319519,0
0,43,37.497071504592896,0
0,44,37.334200382232666,0
0,45,37.23664450645447,0
0,46,37.454737186431885,0
0,47,37.41033411026001,0
0,48,37.34556603431702,0
0,49,37.444923400878906,0
0,0,13.546578168869019,1
0,1,13.552159786224365,1
0,2,13.513067483901978,1
0,3,13.582298517227173,1
0,4,13.54873013496399,1
0,5,13.563601016998291,1
0,6,13.600714683532715,1
0,7,13.55940866470337,1
0,8,13.56709623336792,1
0,9,13.55671763420105,1
1,0,37.32188391685486,0
1,1,37.400312662124634,0
1,2,37.41571664810181,0
1,3,37.35395836830139,0
1,4,37.53461027145386,0
1,5,37.55184078216553,0
1,6,37.408807039260864,0
1,7,37.52826166152954,0
1,8,37.526533126831055,0
1,9,37.6113862991333,0
1,10,37.588139057159424,0
1,11,37.739487409591675,0
1,12,37.54177117347717,0
1,13,39.849170446395874,0
1,14,37.84923243522644,0
1,15,37.47372031211853,0
1,16,37.511603116989136,0
1,17,37.79289746284485,0
1,18,37.377450466156006,0
1,19,37.658820390701294,0
1,20,37.512136697769165,0
1,21,37.70297288894653,0
1,22,37.54118609428406,0
1,23,37.85862135887146,0
1,24,37.64053249359131,0
1,25,37.553229331970215,0
1,26,37.645368576049805,0
1,27,37.56163167953491,0
1,28,37.49490666389465,0
1,29,37.736116886138916,0
1,30,37.37905478477478,0
1,31,37.59035515785217,0
1,32,37.51398301124573,0
1,33,37.53260517120361,0
1,34,37.41344928741455,0
1,35,37.44688439369202,0
1,36,37.77708911895752,0
1,37,37.33153033256531,0
1,38,37.26202392578125,0
1,39,37.18869376182556,0
1,40,37.40137577056885,0
1,41,37.13926911354065,0
1,42,37.21373629570007,0
1,43,37.144033432006836,0
1,44,37.02763533592224,0
1,45,37.127315521240234,0
1,46,37.041993379592896,0
1,47,37.36467623710632,0
1,48,37.177135944366455,0
1,49,37.129807472229004,0
1,0,13.622708082199097,1
1,1,13.606158971786499,1
1,2,13.508749008178711,1
1,3,13.611027240753174,1
1,4,13.51218867301941,1
1,5,13.59298324584961,1
1,6,13.507909536361694,1
1,7,13.604139566421509,1
1,8,13.469661235809326,1
1,9,13.602745294570923,1
