epoch,batch,batch_time(s),loss,phase
0,0,19.27824902534485,-1,0
0,1,18.98861789703369,-1,0
0,2,19.199000597000122,-1,0
0,3,19.002902507781982,-1,0
0,4,18.97968292236328,-1,0
0,5,19.013256311416626,-1,0
0,6,19.033018350601196,-1,0
0,7,18.985502243041992,-1,0
0,8,18.986550092697144,-1,0
0,9,18.955423593521118,-1,0
0,10,19.022634029388428,-1,0
0,11,18.932011365890503,-1,0
0,12,19.057597398757935,-1,0
0,13,19.008766412734985,-1,0
0,14,18.89806032180786,-1,0
0,15,18.923495769500732,-1,0
0,16,19.04937434196472,-1,0
0,17,18.909575939178467,-1,0
0,18,19.047611236572266,-1,0
0,19,18.9021577835083,-1,0
0,20,19.02822184562683,-1,0
0,21,18.95241355895996,-1,0
0,22,19.0337393283844,-1,0
0,23,18.99652886390686,-1,0
0,24,19.054691314697266,-1,0
0,0,7.431809186935425,-1,1
0,1,7.613751411437988,-1,1
0,2,7.214648723602295,-1,1
0,3,7.1130454540252686,-1,1
0,4,7.197325706481934,-1,1
1,0,18.912986516952515,-1,0
1,1,18.98380136489868,-1,0
1,2,18.98012614250183,-1,0
1,3,18.932558298110962,-1,0
1,4,19.059922218322754,-1,0
1,5,18.84061074256897,-1,0
1,6,18.977344036102295,-1,0
1,7,18.955029249191284,-1,0
1,8,19.020456552505493,-1,0
1,9,19.004013776779175,-1,0
1,10,18.932997941970825,-1,0
1,11,18.950013637542725,-1,0
1,12,18.934077739715576,-1,0
1,13,19.025575399398804,-1,0
1,14,18.915894985198975,-1,0
1,15,19.078202486038208,-1,0
1,16,18.92162775993347,-1,0
1,17,18.960297107696533,-1,0
1,18,18.930177211761475,-1,0
1,19,18.941629648208618,-1,0
1,20,18.92194104194641,-1,0
1,21,18.975717544555664,-1,0
1,22,18.937904357910156,-1,0
1,23,18.899120569229126,-1,0
1,24,18.942276000976562,-1,0
1,0,7.52734112739563,-1,1
1,1,7.128901481628418,-1,1
1,2,7.162468194961548,-1,1
1,3,7.170886039733887,-1,1
1,4,7.120834589004517,-1,1
