epoch,batch,batch_time(s),phase
0,0,20.429919958114624,0
0,1,28.207230806350708,0
0,2,28.63314151763916,0
0,3,28.372764348983765,0
0,4,28.15189480781555,0
0,5,28.123919248580933,0
0,6,28.06432032585144,0
0,7,28.07130265235901,0
0,8,28.087700128555298,0
0,9,28.08258628845215,0
0,10,28.110885858535767,0
0,11,28.139193058013916,0
0,12,28.133225679397583,0
0,13,28.0851833820343,0
0,14,28.36140275001526,0
0,15,27.886426210403442,0
0,16,28.073601722717285,0
0,17,28.12948250770569,0
0,18,28.17098307609558,0
0,19,28.12134885787964,0
0,20,28.211328744888306,0
0,21,28.118180513381958,0
0,22,28.085318326950073,0
0,23,28.18983006477356,0
0,24,28.091838836669922,0
0,25,28.134914875030518,0
0,26,28.09992742538452,0
0,27,28.143871545791626,0
0,28,28.00366997718811,0
0,29,28.08163547515869,0
0,30,28.10988211631775,0
0,31,28.11715030670166,0
0,32,28.199174642562866,0
0,33,28.03813600540161,0
0,34,28.206003189086914,0
0,35,28.16820216178894,0
0,36,28.038768768310547,0
0,37,28.12838315963745,0
0,38,28.086249589920044,0
0,39,28.11832308769226,0
0,40,28.065741539001465,0
0,41,28.122958183288574,0
0,42,28.113624572753906,0
0,43,28.032975673675537,0
0,44,28.115314483642578,0
0,45,28.04827117919922,0
0,46,28.22221040725708,0
0,47,28.148706674575806,0
0,48,28.15361785888672,0
0,49,28.222583532333374,0
0,0,21.04297375679016,1
0,1,10.574416399002075,1
0,2,10.679269790649414,1
0,3,10.53930401802063,1
0,4,10.720514297485352,1
0,5,10.624933958053589,1
0,6,10.636893272399902,1
0,7,10.605903148651123,1
0,8,10.690815448760986,1
0,9,10.5957190990448,1
1,0,17.68316102027893,0
1,1,28.124366521835327,0
1,2,28.096221923828125,0
1,3,28.132521629333496,0
1,4,28.110419511795044,0
1,5,28.09624695777893,0
1,6,28.08514142036438,0
1,7,28.13347840309143,0
1,8,28.055286407470703,0
1,9,28.23221492767334,0
1,10,28.17948055267334,0
1,11,28.185643672943115,0
1,12,28.190882921218872,0
1,13,28.05014991760254,0
1,14,28.155837297439575,0
1,15,28.071322441101074,0
1,16,28.17201590538025,0
1,17,28.142725944519043,0
1,18,28.192720651626587,0
1,19,28.1034152507782,0
1,20,28.132031679153442,0
1,21,28.26043438911438,0
1,22,28.179938316345215,0
1,23,28.16121196746826,0
1,24,28.08898901939392,0
1,25,28.0901997089386,0
1,26,28.12502431869507,0
1,27,28.05952787399292,0
1,28,28.181337118148804,0
1,29,28.163765907287598,0
1,30,28.0882465839386,0
1,31,28.203404664993286,0
1,32,28.263113498687744,0
1,33,28.19624400138855,0
1,34,28.227874517440796,0
1,35,28.041193962097168,0
1,36,28.158916473388672,0
1,37,28.3397114276886,0
1,38,27.937719345092773,0
1,39,28.0958149433136,0
1,40,28.19512629508972,0
1,41,28.0795795917511,0
1,42,28.169100761413574,0
1,43,28.04497766494751,0
1,44,28.12915587425232,0
1,45,28.09206986427307,0
1,46,28.150654315948486,0
1,47,28.007479667663574,0
1,48,28.140949726104736,0
1,49,28.032871961593628,0
1,0,21.153346300125122,1
1,1,10.577176570892334,1
1,2,10.687536239624023,1
1,3,10.621170997619629,1
1,4,10.689172983169556,1
1,5,10.596176385879517,1
1,6,10.665967226028442,1
1,7,10.604742527008057,1
1,8,10.690456628799438,1
1,9,10.591364622116089,1
